country,iso3,Year,coal_production_twh,oil_production_twh,gas_production_twh,total_production_twh
Poland,POL,2023,412.9258,,36.72278,449.64858
Poland,POL,2024,388.73083,,35.78158,424.51241000000005
Poland,POL,2025,373.10007,,34.23203,407.3321
Qatar,QAT,1965,,134.96996,,134.96996
Qatar,QAT,1966,,168.56763,,168.56763
Qatar,QAT,1967,,187.68355,,187.68355
Qatar,QAT,1968,,197.49146,,197.49146
Qatar,QAT,1969,,206.22018,,206.22018
Qatar,QAT,1970,,210.27509,10.401751,220.676841
Qatar,QAT,1971,,249.08618,10.401751,259.487931
Qatar,QAT,1972,,279.9732,11.41605,291.38925
Qatar,QAT,1973,,330.18402,16.353,346.53702
Qatar,QAT,1974,,300.06198,13.4343,313.49628
Qatar,QAT,1975,,253.14107,20.73105,273.87212
Qatar,QAT,1976,,282.8775,11.3229,294.2004
Qatar,QAT,1977,,251.98254,16.05285,268.03539
Qatar,QAT,1978,,280.3668,15.307651,295.67445100000003
Qatar,QAT,1979,,293.11072,45.1467,338.25742
Qatar,QAT,1980,,275.31665,49.06935,324.38599999999997
Qatar,QAT,1981,,240.69855,44.74305,285.4416
Qatar,QAT,1982,,196.26921,52.319252,248.588462
Qatar,QAT,1983,,178.5046,54.182247,232.686847
Qatar,QAT,1984,,199.42004,61.3755,260.79554
Qatar,QAT,1985,,178.14629,56.510998,234.657288
Qatar,QAT,1986,,200.86798,60.03,260.89797999999996
Qatar,QAT,1987,,177.60414,58.0635,235.66764
Qatar,QAT,1988,,205.23705,60.651,265.88805
Qatar,QAT,1989,,228.99637,64.17,293.16637000000003
Qatar,QAT,1990,,245.6507,65.205,310.8557
Qatar,QAT,1991,,237.2873,78.9705,316.2578
Qatar,QAT,1992,,274.47525,82.25773,356.73298
Qatar,QAT,1993,,253.68782,85.71816,339.40598
Qatar,QAT,1994,,248.28114,89.40334,337.68448
Qatar,QAT,1995,,253.89716,93.08852,346.98568
Qatar,QAT,1996,,315.21988,97.0391,412.25898
Qatar,QAT,1997,,386.96454,134.11154,521.07608
Qatar,QAT,1998,,390.20615,162.29366,552.49981
Qatar,QAT,1999,,398.6554,213.64838,612.30378
Qatar,QAT,2000,,467.28427,257.715,724.99927
Qatar,QAT,2001,,465.19556,279.44998,744.64554
Qatar,QAT,2002,,434.172,305.32498,739.49698
Qatar,QAT,2003,,509.2333,324.99,834.2233
Qatar,QAT,2004,,580.2947,405.40952,985.7042200000001
Qatar,QAT,2005,,611.25684,474.03,1085.28684
Qatar,QAT,2006,,659.2999,524.745,1184.0448999999999
Qatar,QAT,2007,,668.2696,654.12,1322.3896
Qatar,QAT,2008,,750.18787,796.75336,1546.94123
Qatar,QAT,2009,,725.67804,924.255,1649.93304
Qatar,QAT,2010,,824.8058,1231.1127,2055.9184999999998
Qatar,QAT,2011,,904.16223,1503.559,2407.72123
Qatar,QAT,2012,,952.5738,1625.4633,2578.0371
Qatar,QAT,2013,,949.9872,1678.8921,2628.8793
Qatar,QAT,2014,,928.8421,1694.2522,2623.0942999999997
Qatar,QAT,2015,,899.8932,1758.6449,2658.5380999999998
Qatar,QAT,2016,,902.2269,1747.6855,2649.9124
Qatar,QAT,2017,,869.83575,1705.3588,2575.19455
Qatar,QAT,2018,,873.32007,1752.0287,2625.34877
Qatar,QAT,2019,,840.89795,1771.5247,2612.42265
Qatar,QAT,2020,,832.9898,1749.3484,2582.3382
Qatar,QAT,2021,,819.2311,1769.8041,2589.0352000000003
Qatar,QAT,2022,,837.21246,1784.783,2621.99546
Qatar,QAT,2023,,864.3372,1809.7659,2674.1031000000003
Qatar,QAT,2024,,877.6642,1797.0342,2674.6984
Qatar,QAT,2025,,886.95013,1835.1544,2722.1045299999996
Romania,ROU,1965,,149.10823,,149.10823
Romania,ROU,1966,,152.06224,,152.06224
Romania,ROU,1967,,156.49329,,156.49329
Romania,ROU,1968,,157.41205,,157.41205
Romania,ROU,1969,,157.53998,,157.53998
Romania,ROU,1970,,159.0635,217.42856,376.49206000000004
Romania,ROU,1971,,163.9016,232.36145,396.26305
Romania,ROU,1972,,167.79764,237.68698,405.48462
Romania,ROU,1973,,170.22832,251.63676,421.86508000000003
Romania,ROU,1974,,172.54268,259.7159,432.25857999999994
Romania,ROU,1975,,174.21739,282.12225,456.33964000000003
Romania,ROU,1976,,175.4967,307.73413,483.23082999999997
Romania,ROU,1977,,174.9152,325.8959,500.8111
Romania,ROU,1978,,164.14583,328.12302,492.26885
Romania,ROU,1979,,147.85219,313.5256,461.37779
Romania,ROU,1980,,139.57164,323.734,463.30564
Romania,ROU,1981,107.96408,141.11842,340.7496,589.8321
Romania,ROU,1982,111.4468,142.25816,344.5236,598.22856
Romania,ROU,1983,129.26746,140.5253,341.88644,611.6792
Romania,ROU,1984,127.31919,138.8971,339.445,605.66129
Romania,ROU,1985,131.08475,130.81424,324.45154,586.35053
Romania,ROU,1986,136.25754,123.91765,328.342,588.51719
Romania,ROU,1987,146.518,116.69543,312.05792,575.27135
Romania,ROU,1988,161.30833,114.42757,305.59088,581.3267800000001
Romania,ROU,1989,162.953,111.91549,273.94525,548.81374
Romania,ROU,1990,96.108345,94.62167,266.45276,457.182775
Romania,ROU,1991,81.76365,81.50304,233.26851,396.5352
Romania,ROU,1992,85.4483,79.39801,204.82324,369.66955
Romania,ROU,1993,88.68259,80.58427,194.92026,364.18712000000005
Romania,ROU,1994,90.48501,81.10762,172.3985,343.99113
Romania,ROU,1995,91.73254,80.84013,168.00299,340.57566
Romania,ROU,1996,93.78893,79.68877,160.07549,333.55319
Romania,ROU,1997,76.79176,78.5025,138.4895,293.78376000000003
Romania,ROU,1998,59.900337,76.21139,129.669,265.780727
Romania,ROU,1999,54.039806,74.187775,130.16699,258.394571
Romania,ROU,2000,65.168144,73.11781,127.55925,265.845204
Romania,ROU,2001,66.29801,72.547935,125.374,264.219945
Romania,ROU,2002,70.93041,70.61736,123.266,264.81377000000003
Romania,ROU,2003,76.06231,68.5007,121.283745,265.846755
Romania,ROU,2004,73.2599,66.34915,120.68975,260.2988
Romania,ROU,2005,67.39144,63.232307,112.826256,243.450003
Romania,ROU,2006,75.35898,58.103477,111.164,244.62645700000002
Romania,ROU,2007,79.76265,55.18435,107.37675,242.32375000000002
Romania,ROU,2008,80.982445,54.88197,104.5835,240.44791500000002
Romania,ROU,2009,76.35425,52.31174,103.954,232.61998999999997
Romania,ROU,2010,68.657745,49.85781,100.2345,218.750055
Romania,ROU,2011,77.48019,49.10186,100.795,227.37705
Romania,ROU,2012,73.80552,46.31066,100.979744,221.095924
Romania,ROU,2013,54.156677,48.04353,100.019005,202.21921200000003
Romania,ROU,2014,51.74309,47.12476,101.943,200.81085000000002
Romania,ROU,2015,54.80007,46.554886,102.17226,203.527216
Romania,ROU,2016,49.258118,44.217262,90.52775,184.00313
Romania,ROU,2017,51.965424,42.26342,100.11401,194.342854
Romania,ROU,2018,46.72725,41.60051,99.5765,187.90426
Romania,ROU,2019,45.68163,41.484207,96.22586,183.391697
Romania,ROU,2020,30.147472,40.20491,85.96322,156.315602
Romania,ROU,2021,34.978878,38.63486,86.356865,159.970603
Romania,ROU,2022,32.287346,36.413532,87.505684,156.206562
Romania,ROU,2023,26.130772,34.72718,88.99473,149.85268200000002
Romania,ROU,2024,22.511621,33.343212,89.70379,145.558623
Romania,ROU,2025,21.887976,30.94743,89.07403,141.909436
Russia,RUS,1985,2160.92,6307.019,4248.812,12716.751
Russia,RUS,1986,2234.9768,6526.547,4625.6714,13387.195199999998
Russia,RUS,1987,2253.092,6623.0645,5005.4727,13881.629200000001
Russia,RUS,1988,2325.4946,6614.9,5423.898,14364.2926
Russia,RUS,1989,2236.98,6422.3887,5662.9985,14322.3672
Russia,RUS,1990,2158.0762,5999.812,5995.9,14153.788199999999
Russia,RUS,1991,1984.5846,5372.4087,5913.1343,13270.1276
Russia,RUS,1992,1903.0659,4638.16,5922.33,12463.5559
Russia,RUS,1993,1716.3167,4127.1963,5685.9893,11529.5023
Russia,RUS,1994,1527.4819,3693.4321,5584.831,10805.744999999999
Russia,RUS,1995,1450.4194,3614.0107,5411.9434,10476.3735
Russia,RUS,1996,1405.1366,3522.4128,5523.217,10450.7664
Russia,RUS,1997,1348.9637,3575.2947,5235.377,10159.6354
Russia,RUS,1998,1265.9254,3539.474,5412.8633,10218.2627
Russia,RUS,1999,1370.1302,3544.452,5444.13,10358.712200000002
Russia,RUS,2000,1413.2777,3798.9468,5370.56,10582.784500000002
Russia,RUS,2001,1493.8734,4090.0337,5347.5703,10931.4774
Russia,RUS,2002,1425.489,4462.377,5475.3965,11363.2625
Russia,RUS,2003,1541.0913,4951.0513,5706.2207,12198.3633
Russia,RUS,2004,1594.8219,5388.073,5825.7705,12808.6654
Russia,RUS,2005,1576.9117,5522.1504,5894.742,12993.804100000001
Russia,RUS,2006,1639.5974,5655.1367,6047.812,13342.5461
Russia,RUS,2007,1668.905,5783.959,6016.1313,13468.995299999999
Russia,RUS,2008,1732.4048,5748.1763,6114.5303,13595.111400000002
Russia,RUS,2009,1648.5525,5830.85,5361.8975,12841.3
Russia,RUS,2010,1755.281,5958.2305,5983.8677,13697.3792
Russia,RUS,2011,1832.5391,6041.363,6168.277,14042.179100000001
Russia,RUS,2012,1957.0964,6125.9355,6018.55,14101.581900000001
Russia,RUS,2013,2013.2693,6189.7603,6144.9624,14347.992
Russia,RUS,2014,2053.9744,6250.2017,5911.552,14215.7281
Russia,RUS,2015,2167.134,6333.144,5844.3955,14344.6735
Russia,RUS,2016,2255.871,6495.1113,5892.7534,14643.7357
Russia,RUS,2017,2393.4539,6495.898,6355.609,15244.9609
Russia,RUS,2018,2562.7866,6604.5015,6691.0586,15858.3467
Russia,RUS,2019,2563.6008,6668.512,6790.2686,16022.381399999998
Russia,RUS,2020,2336.467,6098.4463,6384.4663,14819.3796
Russia,RUS,2021,2564.4148,6266.0537,7021.1685,15851.637
Russia,RUS,2022,2593.0132,6379.2515,6183.682,15155.9467
Russia,RUS,2023,2554.2742,6299.022,5863.822,14717.1182
Russia,RUS,2024,2533.1672,6124.206,6298.6387,14956.011900000001
Russia,RUS,2025,2545.0132,6085.4487,6093.8584,14724.3203
Saudi Arabia,SAU,1965,,1291.2112,,1291.2112
Saudi Arabia,SAU,1966,,1523.1675,,1523.1675
Saudi Arabia,SAU,1967,,1643.169,,1643.169
Saudi Arabia,SAU,1968,,1793.6106,,1793.6106
Saudi Arabia,SAU,1969,,1892.793,,1892.793
Saudi Arabia,SAU,1970,,2234.9546,15.361501,2250.316101
Saudi Arabia,SAU,1971,,2800.4424,12.8155,2813.2579
Saudi Arabia,SAU,1972,,3538.2239,14.525499,3552.749399
Saudi Arabia,SAU,1973,,4466.09,17.1,4483.1900000000005
Saudi Arabia,SAU,1974,,4996.796,21.641,5018.437
Saudi Arabia,SAU,1975,,4179.089,25.744999,4204.8339989999995
Saudi Arabia,SAU,1976,,5085.341,27.792252,5113.1332520000005
Saudi Arabia,SAU,1977,,5447.446,39.1115,5486.5575
Saudi Arabia,SAU,1978,,4936.231,53.9315,4990.162499999999
Saudi Arabia,SAU,1979,,5675.5664,66.215,5741.7814
Saudi Arabia,SAU,1980,,5929.0127,92.378,6021.3907
Saudi Arabia,SAU,1981,,5888.819,107.711,5996.530000000001
Saudi Arabia,SAU,1982,,3956.3425,114.1615,4070.5040000000004
Saudi Arabia,SAU,1983,,2794.4504,111.47301,2905.9234100000003
Saudi Arabia,SAU,1984,,2547.3987,172.9,2720.2987000000003
Saudi Arabia,SAU,1985,,2001.202,178.6,2179.802
Saudi Arabia,SAU,1986,,2937.7393,239.40001,3177.13931
Saudi Arabia,SAU,1987,,2484.2625,254.59999,2738.86249
Saudi Arabia,SAU,1988,,3178.5789,276.45,3455.0289
Saudi Arabia,SAU,1989,,3153.7424,283.1,3436.8424
Saudi Arabia,SAU,1990,,3984.946,318.44,4303.3859999999995
Saudi Arabia,SAU,1991,,4981.6616,334.115,5315.7766
Saudi Arabia,SAU,1992,,5141.365,363.375,5504.74
Saudi Arabia,SAU,1993,,4992.883,380.37997,5373.26297
Saudi Arabia,SAU,1994,,5026.3213,406.315,5432.636299999999
Saudi Arabia,SAU,1995,,5015.5874,407.83502,5423.422420000001
Saudi Arabia,SAU,1996,,5087.378,421.895,5509.272999999999
Saudi Arabia,SAU,1997,,5024.416,430.72998,5455.14598
Saudi Arabia,SAU,1998,,5178.7773,444.78998,5623.567279999999
Saudi Arabia,SAU,1999,,4751.1567,438.9,5190.056699999999
Saudi Arabia,SAU,2000,,5099.946,473.195,5573.141
Saudi Arabia,SAU,2001,,4974.1143,510.055,5484.1693000000005
Saudi Arabia,SAU,2002,,4536.3174,538.64996,5074.96736
Saudi Arabia,SAU,2003,,5355.6123,570.57,5926.1822999999995
Saudi Arabia,SAU,2004,,5731.1167,623.96,6355.0767
Saudi Arabia,SAU,2005,,6008.3857,676.78,6685.1657
Saudi Arabia,SAU,2006,,5918.9785,697.8795,6616.858
Saudi Arabia,SAU,2007,,5686.37,706.99005,6393.36005
Saudi Arabia,SAU,2008,,5930.9995,764.18005,6695.17955
Saudi Arabia,SAU,2009,,5338.2544,745.275,6083.529399999999
Saudi Arabia,SAU,2010,,5388.1865,832.77,6220.9565
Saudi Arabia,SAU,2011,,6079.007,876.47003,6955.47703
Saudi Arabia,SAU,2012,,6387.4927,943.63495,7331.127649999999
Saudi Arabia,SAU,2013,,6261.744,950.285,7212.0289999999995
Saudi Arabia,SAU,2014,,6324.668,972.61,7297.277999999999
Saudi Arabia,SAU,2015,,6606.2373,992.275,7598.512299999999
Saudi Arabia,SAU,2016,,6823.463,1053.17,7876.633
Saudi Arabia,SAU,2017,,6504.885,1092.5021,7597.3871
Saudi Arabia,SAU,2018,,6708.389,1121.0,7829.389
Saudi Arabia,SAU,2019,,6472.84,1111.5,7584.34
Saudi Arabia,SAU,2020,,6042.749,1130.5,7173.249
Saudi Arabia,SAU,2021,,5989.718,1144.6068,7134.3248
Saudi Arabia,SAU,2022,,6665.569,1167.4989,7833.0679
Saudi Arabia,SAU,2023,,6151.1606,1173.547,7324.7076
Saudi Arabia,SAU,2024,,5933.1997,1235.683,7168.8827
Saudi Arabia,SAU,2025,,6231.614,1337.5457,7569.159699999999
Serbia,SRB,2007,83.64535,,,83.64535
Serbia,SRB,2008,87.06596,,,87.06596
Serbia,SRB,2009,86.256645,,,86.256645
Serbia,SRB,2010,84.29399,,,84.29399
Serbia,SRB,2011,90.89232,,,90.89232
Serbia,SRB,2012,85.149,,,85.149
Serbia,SRB,2013,89.81016,,,89.81016
Serbia,SRB,2014,66.563515,,,66.563515
Serbia,SRB,2015,84.216576,,,84.216576
Serbia,SRB,2016,84.43374,,,84.43374
Serbia,SRB,2017,83.92423,,,83.92423
Serbia,SRB,2018,76.86666,,,76.86666
Serbia,SRB,2019,79.38111,,,79.38111
Serbia,SRB,2020,83.79819,,,83.79819
Serbia,SRB,2021,73.064964,,,73.064964
Serbia,SRB,2022,69.53443,,,69.53443
Serbia,SRB,2023,64.00724,,,64.00724
Serbia,SRB,2024,63.06893,,,63.06893
Serbia,SRB,2025,67.20684,,,67.20684
South Africa,ZAF,1981,870.6344,,,870.6344
South Africa,ZAF,1982,963.16156,,,963.16156
South Africa,ZAF,1983,973.3918,,,973.3918
South Africa,ZAF,1984,1089.9883,,,1089.9883
South Africa,ZAF,1985,1160.1698,,,1160.1698
South Africa,ZAF,1986,1183.2096,,,1183.2096
South Africa,ZAF,1987,1179.402,,,1179.402
South Africa,ZAF,1988,1211.7451,,,1211.7451
South Africa,ZAF,1989,1175.5482,,,1175.5482
South Africa,ZAF,1990,1164.732,,,1164.732
South Africa,ZAF,1991,1188.1667,,,1188.1667
South Africa,ZAF,1992,1216.5251,,,1216.5251
South Africa,ZAF,1993,1243.5122,,,1243.5122
South Africa,ZAF,1994,1292.4174,,,1292.4174
South Africa,ZAF,1995,1359.76,,,1359.76
South Africa,ZAF,1996,1360.0792,,,1360.0792
South Africa,ZAF,1997,1450.1921,,,1450.1921
South Africa,ZAF,1998,1466.1997,,,1466.1997
South Africa,ZAF,1999,1468.5209,,,1468.5209
South Africa,ZAF,2000,1472.752,,,1472.752
South Africa,ZAF,2001,1368.821,,,1368.821
South Africa,ZAF,2002,1354.2211,,,1354.2211
South Africa,ZAF,2003,1461.9263,,,1461.9263
South Africa,ZAF,2004,1495.7764,,,1495.7764
South Africa,ZAF,2005,1609.4043,,,1609.4043
South Africa,ZAF,2006,1608.27,,,1608.27
South Africa,ZAF,2007,1628.4193,,,1628.4193
South Africa,ZAF,2008,1661.129,,,1661.129
South Africa,ZAF,2009,1643.0103,,,1643.0103
South Africa,ZAF,2010,1693.5975,,,1693.5975
South Africa,ZAF,2011,1651.8295,,,1651.8295
South Africa,ZAF,2012,1707.4292,,,1707.4292
South Africa,ZAF,2013,1691.0563,,,1691.0563
South Africa,ZAF,2014,1722.3047,,,1722.3047
South Africa,ZAF,2015,1656.1167,,,1656.1167
South Africa,ZAF,2016,1676.6671,,,1676.6671
South Africa,ZAF,2017,1658.5912,,,1658.5912
South Africa,ZAF,2018,1692.7675,,,1692.7675
South Africa,ZAF,2019,1698.8806,,,1698.8806
South Africa,ZAF,2020,1614.0898,,,1614.0898
South Africa,ZAF,2021,1539.1503,,,1539.1503
South Africa,ZAF,2022,1514.5681,,,1514.5681
South Africa,ZAF,2023,1539.0735,,,1539.0735
South Africa,ZAF,2024,1555.2814,,,1555.2814
South Africa,ZAF,2025,1552.2076,,,1552.2076
South Korea,KOR,1981,101.65318,,,101.65318
South Korea,KOR,1982,102.93759,,,102.93759
South Korea,KOR,1983,101.632706,,,101.632706
South Korea,KOR,1984,109.35456,,,109.35456
South Korea,KOR,1985,115.35704,,,115.35704
South Korea,KOR,1986,124.10745,,,124.10745
South Korea,KOR,1987,124.21491,,,124.21491
South Korea,KOR,1988,124.32237,,,124.32237
South Korea,KOR,1989,106.361,,,106.361
South Korea,KOR,1990,90.10517,,,90.10517
South Korea,KOR,1991,78.80604,,,78.80604
South Korea,KOR,1992,62.639763,,,62.639763
South Korea,KOR,1993,49.231533,,,49.231533
South Korea,KOR,1994,38.717434,,,38.717434
South Korea,KOR,1995,29.93562,,,29.93562
South Korea,KOR,1996,25.911058,,,25.911058
South Korea,KOR,1997,23.613552,,,23.613552
South Korea,KOR,1998,22.823294,,,22.823294
South Korea,KOR,1999,21.964998,,,21.964998
South Korea,KOR,2000,21.719025,,,21.719025
South Korea,KOR,2001,19.976269,,,19.976269
South Korea,KOR,2002,17.364754,,,17.364754
South Korea,KOR,2003,17.260084,,,17.260084
South Korea,KOR,2004,16.700098,,,16.700098
South Korea,KOR,2005,14.821272,,,14.821272
South Korea,KOR,2006,14.779405,,,14.779405
South Korea,KOR,2007,15.607344,,,15.607344
South Korea,KOR,2008,14.996245,,,14.996245
South Korea,KOR,2009,13.622626,,,13.622626
South Korea,KOR,2010,11.270167,,,11.270167
South Korea,KOR,2011,11.270167,,,11.270167
South Korea,KOR,2012,10.958949,,,10.958949
South Korea,KOR,2013,9.498802,,,9.498802
South Korea,KOR,2014,9.148158,,,9.148158
South Korea,KOR,2015,9.2318945,,,9.2318945
South Korea,KOR,2016,9.033021,,,9.033021
South Korea,KOR,2017,8.16897,,,8.16897
South Korea,KOR,2018,6.601188,,,6.601188
South Korea,KOR,2019,5.9630733,,,5.9630733
South Korea,KOR,2020,5.605509,,,5.605509
South Korea,KOR,2021,4.939889,,,4.939889
South Korea,KOR,2022,4.491739,,,4.491739
South Korea,KOR,2023,3.5380657,,,3.5380657
South Korea,KOR,2024,2.9744074,,,2.9744074
South Korea,KOR,2025,2.3006468,,,2.3006468
South Sudan,SSD,2012,,17.831106,,17.831106
South Sudan,SSD,2013,,57.131416,,57.131416
South Sudan,SSD,2014,,88.99592,,88.99592
South Sudan,SSD,2015,,84.63416,,84.63416
South Sudan,SSD,2016,,78.520805,,78.520805
South Sudan,SSD,2017,,84.326416,,84.326416
South Sudan,SSD,2018,,82.66252,,82.66252
South Sudan,SSD,2019,,98.25598,,98.25598
South Sudan,SSD,2020,,94.508026,,94.508026
South Sudan,SSD,2021,,87.407585,,87.407585
South Sudan,SSD,2022,,80.80363,,80.80363
South Sudan,SSD,2023,,84.58163,,84.58163
South Sudan,SSD,2024,,49.68767,,49.68767
South Sudan,SSD,2025,,75.98407,,75.98407
Spain,ESP,1981,140.22293,,,140.22293
Spain,ESP,1982,150.59692,,,150.59692
Spain,ESP,1983,152.98091,,,152.98091
Spain,ESP,1984,151.49219,,,151.49219
Spain,ESP,1985,150.21309,,,150.21309
Spain,ESP,1986,153.91144,,,153.91144
Spain,ESP,1987,133.67526,,,133.67526
Spain,ESP,1988,126.62745,,,126.62745
Spain,ESP,1989,135.46616,,,135.46616
Spain,ESP,1990,132.3843,,,132.3843
Spain,ESP,1991,121.370705,,,121.370705
Spain,ESP,1992,123.30123,,,123.30123
Spain,ESP,1993,121.31246,,,121.31246
Spain,ESP,1994,114.764915,,,114.764915
Spain,ESP,1995,113.206436,,,113.206436
Spain,ESP,1996,111.799164,,,111.799164
Spain,ESP,1997,112.0201,,,112.0201
Spain,ESP,1998,107.43784,,,107.43784
Spain,ESP,1999,99.855225,,,99.855225
Spain,ESP,2000,97.005806,,,97.005806
Spain,ESP,2001,91.44677,,,91.44677
Spain,ESP,2002,89.364914,,,89.364914
Spain,ESP,2003,83.08475,,,83.08475
Spain,ESP,2004,80.50286,,,80.50286
Spain,ESP,2005,77.06032,,,77.06032
Spain,ESP,2006,72.606026,,,72.606026
Spain,ESP,2007,68.209915,,,68.209915
Spain,ESP,2008,50.869614,,,50.869614
Spain,ESP,2009,44.31232,,,44.31232
Spain,ESP,2010,38.329483,,,38.329483
Spain,ESP,2011,30.798552,,,30.798552
Spain,ESP,2012,28.612782,,,28.612782
Spain,ESP,2013,20.49784,,,20.49784
Spain,ESP,2014,18.932415,,,18.932415
Spain,ESP,2015,14.48957,,,14.48957
Spain,ESP,2016,7.9762125,,,7.9762125
Spain,ESP,2017,13.116511,,,13.116511
Spain,ESP,2018,10.267918,,,10.267918
Spain,ESP,2019,0.6848833,,,0.6848833
Spain,ESP,2020,0.5190886,,,0.5190886
Spain,ESP,2021,0.49378112,,,0.49378112
Spain,ESP,2022,0.38784835,,,0.38784835
Spain,ESP,2023,0.22535194,,,0.22535194
Spain,ESP,2024,0.23895805,,,0.23895805
Spain,ESP,2025,0.0,,,0.0
Sudan,SDN,1993,,1.1457355,,1.1457355
Sudan,SDN,1994,,1.1457355,,1.1457355
Sudan,SDN,1995,,1.1457355,,1.1457355
Sudan,SDN,1996,,2.8721862,,2.8721862
Sudan,SDN,1997,,5.1558094,,5.1558094
Sudan,SDN,1998,,6.874413,,6.874413
Sudan,SDN,1999,,36.090668,,36.090668
Sudan,SDN,2000,,102.90004,,102.90004
Sudan,SDN,2001,,119.73401,,119.73401
Sudan,SDN,2002,,135.30247,,135.30247
Sudan,SDN,2003,,150.166,,150.166
Sudan,SDN,2004,,167.24008,,167.24008
Sudan,SDN,2005,,168.24004,,168.24004
Sudan,SDN,2006,,204.03307,,204.03307
Sudan,SDN,2007,,276.76138,,276.76138
Sudan,SDN,2008,,262.48993,,262.48993
Sudan,SDN,2009,,272.2339,,272.2339
Sudan,SDN,2010,,264.7055,,264.7055
Sudan,SDN,2011,,166.70581,,166.70581
Sudan,SDN,2012,,59.22879,,59.22879
Sudan,SDN,2013,,67.51441,,67.51441
Sudan,SDN,2014,,68.51756,,68.51756
Sudan,SDN,2015,,62.47819,,62.47819
Sudan,SDN,2016,,48.300407,,48.300407
Sudan,SDN,2017,,40.10898,,40.10898
Sudan,SDN,2018,,42.506702,,42.506702
Sudan,SDN,2019,,41.34276,,41.34276
Sudan,SDN,2020,,36.40113,,36.40113
Sudan,SDN,2021,,36.712467,,36.712467
Sudan,SDN,2022,,35.488037,,35.488037
Sudan,SDN,2023,,32.91459,,32.91459
Sudan,SDN,2024,,21.613846,,21.613846
Sudan,SDN,2025,,14.896444,,14.896444
Syria,SYR,1968,,12.19484,,12.19484
Syria,SYR,1969,,30.693363,,30.693363
Syria,SYR,1970,,49.22521,,49.22521
Syria,SYR,1971,,61.386726,,61.386726
Syria,SYR,1972,,67.94268,,67.94268
Syria,SYR,1973,,64.282326,,64.282326
Syria,SYR,1974,,74.70649,,74.70649
Syria,SYR,1975,,111.19105,0.0,111.19105
Syria,SYR,1976,,116.722046,0.314,117.036046
Syria,SYR,1977,,105.978966,0.3495,106.328466
Syria,SYR,1978,,103.66249,0.337,103.99949000000001
Syria,SYR,1979,,96.71305,0.3475,97.06054999999999
Syria,SYR,1980,,91.751656,0.46775,92.21940599999999
Syria,SYR,1981,,94.975685,0.472,95.44768499999999
Syria,SYR,1982,,89.76361,0.4925,90.25611
Syria,SYR,1983,,93.238335,0.7475,93.98583500000001
Syria,SYR,1984,,94.07448,1.2624999,95.33697989999999
Syria,SYR,1985,,92.25454,1.5,93.75454
Syria,SYR,1986,,116.05662,3.79275,119.84937
Syria,SYR,1987,,133.54651,3.7342498,137.2807598
Syria,SYR,1988,,155.51389,8.833501,164.34739100000002
Syria,SYR,1989,,196.96133,14.4592495,211.4205795
Syria,SYR,1990,,235.21815,15.92175,251.1399
Syria,SYR,1991,,272.954,18.583502,291.537502
Syria,SYR,1992,,298.13672,19.221998,317.358718
Syria,SYR,1993,,327.12854,19.025,346.15353999999996
Syria,SYR,1994,,325.47263,20.623,346.09562999999997
Syria,SYR,1995,,344.38824,26.0055,370.39374
Syria,SYR,1996,,339.5189,27.7095,367.22839999999997
Syria,SYR,1997,,333.39658,42.978,376.37458
Syria,SYR,1998,,332.8291,54.193752,387.022852
Syria,SYR,1999,,334.38037,53.7225,388.10287000000005
Syria,SYR,2000,,326.75964,53.7225,380.48213999999996
Syria,SYR,2001,,347.75262,55.042,402.79462
Syria,SYR,2002,,380.76596,60.885498,441.651458
Syria,SYR,2003,,366.92746,64.56125,431.48870999999997
Syria,SYR,2004,,273.18494,59.377502,332.562442
Syria,SYR,2005,,251.98462,57.4925,309.47712
Syria,SYR,2006,,236.34837,58.906246,295.254616
Syria,SYR,2007,,226.50334,56.550003,283.053343
Syria,SYR,2008,,228.28531,55.6075,283.89281
Syria,SYR,2009,,224.76598,61.356747,286.122727
Syria,SYR,2010,,215.50005,84.2595,299.75955
Syria,SYR,2011,,197.11723,74.17475,271.29198
Syria,SYR,2012,,93.95683,60.79125,154.74808
Syria,SYR,2013,,31.24378,49.9525,81.19628
Syria,SYR,2014,,16.979202,46.1825,63.161702
Syria,SYR,2015,,13.930833,40.5275,54.458333
Syria,SYR,2016,,12.807587,35.34375,48.151337
Syria,SYR,2017,,12.546561,37.5115,50.058060999999995
Syria,SYR,2018,,12.223529,32.70475,44.928278999999996
Syria,SYR,2019,,17.568169,30.442749,48.010918000000004
Syria,SYR,2020,,22.843412,25.824501,48.667913
Syria,SYR,2021,,23.058573,39.679253,62.737826
Syria,SYR,2022,,22.69265,34.40125,57.0939
Syria,SYR,2023,,22.12631,35.15525,57.28156
Syria,SYR,2024,,19.277864,35.15525,54.433114
Syria,SYR,2025,,18.794529,33.09063,51.885159
Thailand,THA,1981,5.294151,0.7787622,2.7255611,8.7984743
Thailand,THA,1982,6.166187,2.806905,13.891569,22.864660999999998
Thailand,THA,1983,5.8594704,6.8033895,16.353365,29.0162249
Thailand,THA,1984,7.3388515,12.351028,24.41282,44.1026995
Thailand,THA,1985,17.357018,23.377903,32.09128,72.826201
Thailand,THA,1986,17.673073,22.965563,37.43983,78.07846599999999
Thailand,THA,1987,22.56314,21.104242,52.30879,95.976172
Thailand,THA,1988,23.977057,24.180489,61.9986,110.156146
Thailand,THA,1989,30.69919,23.819426,61.936176,116.454792
