Entity,Code,Year,Coal production,Oil production,Gas production
Africa,OWID_AFR,1965,,1235.101,
Africa,OWID_AFR,1966,,1571.8269,
Africa,OWID_AFR,1967,,1729.137,
Africa,OWID_AFR,1968,,2216.126,
Africa,OWID_AFR,1969,,2818.2944,
Africa,OWID_AFR,1970,,3399.6292,30.07551
Africa,OWID_AFR,1971,,3181.0298,37.022903
Africa,OWID_AFR,1972,,3194.1733,65.13485
Africa,OWID_AFR,1973,,3346.9214,98.32215
Africa,OWID_AFR,1974,,3085.5674,102.605
Africa,OWID_AFR,1975,,2831.0925,115.33115
Africa,OWID_AFR,1976,,3377.11,137.28214
Africa,OWID_AFR,1977,,3541.0354,139.97685
Africa,OWID_AFR,1978,,3456.5452,186.69028
Africa,OWID_AFR,1979,,3800.2239,283.32996
Africa,OWID_AFR,1980,,3492.487,248.30338
Africa,OWID_AFR,1981,909.9034,2773.1401,264.74805
Africa,OWID_AFR,1982,998.71216,2666.0615,325.1129
Africa,OWID_AFR,1983,1011.8728,2702.3513,436.95685
Africa,OWID_AFR,1984,1128.4529,2885.7793,458.6507
Africa,OWID_AFR,1985,1198.9108,3000.331,505.6782
Africa,OWID_AFR,1986,1229.4912,2991.7114,530.1431
Africa,OWID_AFR,1987,1230.7749,2997.6375,578.9782
Africa,OWID_AFR,1988,1264.9315,3124.9639,617.5323
Africa,OWID_AFR,1989,1228.4504,3449.0317,677.40796
Africa,OWID_AFR,1990,1221.226,3696.372,721.5906
Africa,OWID_AFR,1991,1245.4105,3834.5972,773.4517
Africa,OWID_AFR,1992,1273.735,3907.2974,808.2828
Africa,OWID_AFR,1993,1297.0951,3856.3594,833.40674
Africa,OWID_AFR,1994,1348.1089,3848.5923,789.64624
Africa,OWID_AFR,1995,1416.6951,3910.9531,872.7052
Africa,OWID_AFR,1996,1412.351,4037.5745,933.325
Africa,OWID_AFR,1997,1502.2733,4131.454,1041.611
Africa,OWID_AFR,1998,1522.4474,4145.346,1109.3164
Africa,OWID_AFR,1999,1519.8279,4028.149,1216.7258
Africa,OWID_AFR,2000,1518.354,4319.322,1351.0123
Africa,OWID_AFR,2001,1414.8053,4275.9756,1388.4131
Africa,OWID_AFR,2002,1397.1062,4304.742,1449.3188
Africa,OWID_AFR,2003,1494.5215,4681.981,1556.1813
Africa,OWID_AFR,2004,1536.9963,5210.7056,1635.7334
Africa,OWID_AFR,2005,1646.2493,5401.9175,1700.5918
Africa,OWID_AFR,2006,1635.4047,5488.3853,1841.4417
Africa,OWID_AFR,2007,1653.6631,5605.5054,1956.7667
Africa,OWID_AFR,2008,1682.2019,5664.0703,2028.5223
Africa,OWID_AFR,2009,1664.4828,5446.1265,1912.9755
Africa,OWID_AFR,2010,1725.5802,5628.514,1854.9294
Africa,OWID_AFR,2011,1685.0098,4715.9775,1930.9075
Africa,OWID_AFR,2012,1769.7893,5110.917,2103.217
Africa,OWID_AFR,2013,1773.6799,4747.6934,2029.7034
Africa,OWID_AFR,2014,1832.9509,4531.725,2034.369
Africa,OWID_AFR,2015,1758.3575,4481.6978,2076.8125
Africa,OWID_AFR,2016,1762.886,4230.382,2148.504
Africa,OWID_AFR,2017,1800.9305,4464.1685,2356.0623
Africa,OWID_AFR,2018,1864.1843,4548.0557,2503.7246
Africa,OWID_AFR,2019,1827.1305,4599.61,2548.396
Africa,OWID_AFR,2020,1731.0869,3882.5833,2389.5615
Africa,OWID_AFR,2021,1690.3275,4038.8652,2634.8792
Africa,OWID_AFR,2022,1713.9115,3862.4673,2534.2969
Africa,OWID_AFR,2023,1752.3147,3991.0828,2498.2817
Africa,OWID_AFR,2024,1790.8204,4015.6895,2421.153
Africa,OWID_AFR,2025,1823.0548,4172.367,2405.564
Africa (EI),,1965,,1235.101,
Africa (EI),,1966,,1571.8269,
Africa (EI),,1967,,1729.137,
Africa (EI),,1968,,2216.126,
Africa (EI),,1969,,2818.2944,
Africa (EI),,1970,,3399.6292,30.07551
Africa (EI),,1971,,3181.0298,37.022903
Africa (EI),,1972,,3194.1733,65.13485
Africa (EI),,1973,,3346.9214,98.32215
Africa (EI),,1974,,3085.5674,102.605
Africa (EI),,1975,,2831.0925,115.33115
Africa (EI),,1976,,3377.11,137.28214
Africa (EI),,1977,,3541.0354,139.97685
Africa (EI),,1978,,3456.5452,186.69028
Africa (EI),,1979,,3800.2239,283.32996
Africa (EI),,1980,,3492.487,248.30338
Africa (EI),,1981,909.9034,2773.1401,264.74805
Africa (EI),,1982,998.71216,2666.0615,325.1129
Africa (EI),,1983,1011.8728,2702.3513,436.95685
Africa (EI),,1984,1128.4529,2885.7793,458.6507
Africa (EI),,1985,1198.9108,3000.331,505.6782
Africa (EI),,1986,1229.4912,2991.7114,530.1431
Africa (EI),,1987,1230.7749,2997.6375,578.9782
Africa (EI),,1988,1264.9315,3124.9639,617.5323
Africa (EI),,1989,1228.4504,3449.0317,677.40796
Africa (EI),,1990,1221.226,3696.372,721.5906
Africa (EI),,1991,1245.4105,3834.5972,773.4517
Africa (EI),,1992,1273.735,3907.2974,808.2828
Africa (EI),,1993,1297.0951,3856.3594,833.40674
Africa (EI),,1994,1348.1089,3848.5923,789.64624
Africa (EI),,1995,1416.6951,3910.9531,872.7052
Africa (EI),,1996,1412.351,4037.5745,933.325
Africa (EI),,1997,1502.2733,4131.454,1041.611
Africa (EI),,1998,1522.4474,4145.346,1109.3164
Africa (EI),,1999,1519.8279,4028.149,1216.7258
Africa (EI),,2000,1518.354,4319.322,1351.0123
Africa (EI),,2001,1414.8053,4275.9756,1388.4131
Africa (EI),,2002,1397.1062,4304.742,1449.3188
Africa (EI),,2003,1494.5215,4681.981,1556.1813
Africa (EI),,2004,1536.9963,5210.7056,1635.7334
Africa (EI),,2005,1646.2493,5401.9175,1700.5918
Africa (EI),,2006,1635.4047,5488.3853,1841.4417
Africa (EI),,2007,1653.6631,5605.5054,1956.7667
Africa (EI),,2008,1682.2019,5664.0703,2028.5223
Africa (EI),,2009,1664.4828,5446.1265,1912.9755
Africa (EI),,2010,1725.5802,5628.514,1854.9294
Africa (EI),,2011,1685.0098,4715.9775,1930.9075
Africa (EI),,2012,1769.7893,5110.917,2103.217
Africa (EI),,2013,1773.6799,4747.6934,2029.7034
Africa (EI),,2014,1832.9509,4531.725,2034.369
Africa (EI),,2015,1758.3575,4481.6978,2076.8125
Africa (EI),,2016,1762.886,4230.382,2148.504
Africa (EI),,2017,1800.9305,4464.1685,2356.0623
Africa (EI),,2018,1864.1843,4548.0557,2503.7246
Africa (EI),,2019,1827.1305,4599.61,2548.396
Africa (EI),,2020,1731.0869,3882.5833,2389.5615
Africa (EI),,2021,1690.3275,4038.8652,2634.8792
Africa (EI),,2022,1713.9115,3862.4673,2534.2969
Africa (EI),,2023,1752.3147,3991.0828,2498.2817
Africa (EI),,2024,1790.8204,4015.6895,2421.153
Africa (EI),,2025,1823.0548,4172.367,2405.564
Algeria,DZA,1965,,304.0002,
Algeria,DZA,1966,,391.262,
Algeria,DZA,1967,,449.44415,
Algeria,DZA,1968,,493.38818,
Algeria,DZA,1969,,516.78827,
Algeria,DZA,1970,,561.8859,24.380125
Algeria,DZA,1971,,427.9568,25.69875
Algeria,DZA,1972,,578.319,32.561375
Algeria,DZA,1973,,601.25507,43.216248
Algeria,DZA,1974,,556.3107,49.963375
Algeria,DZA,1975,,544.32935,61.523
Algeria,DZA,1976,,607.42487,77.490875
Algeria,DZA,1977,,648.445,74.165436
Algeria,DZA,1978,,662.15814,115.01875
Algeria,DZA,1979,,675.54517,188.53452
Algeria,DZA,1980,,599.4387,154.09749
Algeria,DZA,1981,,534.1274,178.64844
Algeria,DZA,1982,,531.3829,233.10008
Algeria,DZA,1983,,522.8083,333.79263
Algeria,DZA,1984,,567.38074,339.75882
Algeria,DZA,1985,,547.31964,373.38113
Algeria,DZA,1986,,563.81366,381.89432
Algeria,DZA,1987,,583.7999,431.0078
Algeria,DZA,1988,,611.4504,450.5811
Algeria,DZA,1989,,633.65845,485.83163
Algeria,DZA,1990,,678.6744,516.5697
Algeria,DZA,1991,,682.6081,557.0305
Algeria,DZA,1992,,657.1114,580.01135
Algeria,DZA,1993,,655.03894,587.4662
Algeria,DZA,1994,,652.1087,540.1088
Algeria,DZA,1995,,649.08484,614.91296
Algeria,DZA,1996,,686.3133,652.51276
Algeria,DZA,1997,,716.0245,748.5882
Algeria,DZA,1998,,713.91675,801.62103
Algeria,DZA,1999,,680.686,901.0691
Algeria,DZA,2000,,776.73285,918.88635
Algeria,DZA,2001,,764.68414,864.7254
Algeria,DZA,2002,,824.4972,889.4159
Algeria,DZA,2003,,918.8281,938.57587
Algeria,DZA,2004,,971.6982,920.5494
Algeria,DZA,2005,,1005.2701,849.1175
Algeria,DZA,2006,,1002.5293,812.99493
Algeria,DZA,2007,,1005.7857,816.45984
Algeria,DZA,2008,,985.7705,826.0079
Algeria,DZA,2009,,898.23145,765.66876
Algeria,DZA,2010,,858.0033,773.9655
Algeria,DZA,2011,,833.58026,795.9875
Algeria,DZA,2012,,781.67554,784.4375
Algeria,DZA,2013,,753.43787,793.38873
Algeria,DZA,2014,,799.80676,801.724
Algeria,DZA,2015,,781.8267,814.1114
Algeria,DZA,2016,,795.6897,913.92267
Algeria,DZA,2017,,775.1163,929.7654
Algeria,DZA,2018,,759.81116,938.4375
Algeria,DZA,2019,,748.1579,869.5225
Algeria,DZA,2020,,670.1788,814.24615
Algeria,DZA,2021,,676.866,1010.98114
Algeria,DZA,2022,,721.8276,976.3215
Algeria,DZA,2023,,732.75977,1015.2643
Algeria,DZA,2024,,739.15625,1001.924
Algeria,DZA,2025,,760.7269,980.20996
Angola,AGO,1965,,7.6176496,
Angola,AGO,1966,,7.3385296,
Angola,AGO,1967,,6.24531,
Angola,AGO,1968,,8.7225,
Angola,AGO,1969,,28.58654,
Angola,AGO,1970,,58.905952,
Angola,AGO,1971,,66.53523,
Angola,AGO,1972,,82.072914,
Angola,AGO,1973,,95.07525,
Angola,AGO,1974,,99.33183,
Angola,AGO,1975,,90.60933,
Angola,AGO,1976,,87.96932,
Angola,AGO,1977,,82.13106,
Angola,AGO,1978,,75.23447,
Angola,AGO,1979,,83.736,
Angola,AGO,1980,,86.38764,
Angola,AGO,1981,,83.24754,
Angola,AGO,1982,,74.5483,
Angola,AGO,1983,,102.2277,
Angola,AGO,1984,,117.16062,
Angola,AGO,1985,,133.18675,
Angola,AGO,1986,,161.95938,
Angola,AGO,1987,,203.59479,
Angola,AGO,1988,,259.5816,
Angola,AGO,1989,,263.32648,
Angola,AGO,1990,,271.9094,
Angola,AGO,1991,,285.0978,
Angola,AGO,1992,,315.7894,
Angola,AGO,1993,,288.54028,
Angola,AGO,1994,,318.94113,
Angola,AGO,1995,,362.542,
Angola,AGO,1996,,411.2833,
Angola,AGO,1997,,424.495,
Angola,AGO,1998,,418.68,
Angola,AGO,1999,,426.821,
Angola,AGO,2000,,428.5655,
Angola,AGO,2001,,425.07648,
Angola,AGO,2002,,518.698,
Angola,AGO,2003,,498.14465,
Angola,AGO,2004,,634.8,
Angola,AGO,2005,,726.11163,
Angola,AGO,2006,,798.73517,
Angola,AGO,2007,,944.1738,
Angola,AGO,2008,,1073.3398,
Angola,AGO,2009,,1000.6081,
Angola,AGO,2010,,1034.2383,
Angola,AGO,2011,,954.0293,
Angola,AGO,2012,,991.99084,
Angola,AGO,2013,,990.9448,
Angola,AGO,2014,,968.5163,
Angola,AGO,2015,,1025.3317,
Angola,AGO,2016,,997.48224,
Angola,AGO,2017,,949.0655,
Angola,AGO,2018,,861.41077,
Angola,AGO,2019,,802.00006,
Angola,AGO,2020,,748.5814,
Angola,AGO,2021,,666.19714,
Angola,AGO,2022,,671.45935,
Angola,AGO,2023,,652.18713,
Angola,AGO,2024,,669.6342,
Angola,AGO,2025,,616.5964,
Argentina,ARG,1965,,160.08415,
Argentina,ARG,1966,,170.30933,
Argentina,ARG,1967,,185.64127,
Argentina,ARG,1968,,203.38063,
Argentina,ARG,1969,,210.5816,
Argentina,ARG,1970,,232.60602,58.544502
Argentina,ARG,1971,,250.86913,63.265987
Argentina,ARG,1972,,258.39575,60.1394
Argentina,ARG,1973,,251.22162,65.48815
Argentina,ARG,1974,,245.91354,70.48679
Argentina,ARG,1975,,235.63022,74.804695
Argentina,ARG,1976,,237.41643,71.32315
Argentina,ARG,1977,,256.58066,73.61825
Argentina,ARG,1978,,269.9307,75.952255
Argentina,ARG,1979,,282.35434,70.31175
Argentina,ARG,1980,,293.85562,81.64623
Argentina,ARG,1981,,299.3141,84.952736
Argentina,ARG,1982,,297.39435,95.20775
Argentina,ARG,1983,,298.51083,127.7865
Argentina,ARG,1984,,292.39865,131.093
Argentina,ARG,1985,,280.96475,135.08025
Argentina,ARG,1986,,265.96246,150.83475
Argentina,ARG,1987,,262.51917,147.33376
Argentina,ARG,1988,,275.8608,174.661
Argentina,ARG,1989,,281.7945,184.67775
Argentina,ARG,1990,,295.8271,173.494
Argentina,ARG,1991,,301.00766,193.81926
Argentina,ARG,1992,,337.74042,195.37524
Argentina,ARG,1993,,361.31882,209.28201
Argentina,ARG,1994,,401.36295,216.57574
Argentina,ARG,1995,,435.6241,243.22224
Argentina,ARG,1996,,474.6901,281.34427
Argentina,ARG,1997,,504.57437,266.2705
Argentina,ARG,1998,,512.04645,287.76276
Argentina,ARG,1999,,484.84152,336.19324
Argentina,ARG,2000,,480.87112,363.81226
Argentina,ARG,2001,,510.89627,361.1865
Argentina,ARG,2002,,503.27725,351.16974
Argentina,ARG,2003,,501.18347,399.11398
Argentina,ARG,2004,,477.1305,436.45798
Argentina,ARG,2005,,457.86237,443.75174
Argentina,ARG,2006,,458.60773,448.3225
Argentina,ARG,2007,,444.4343,435.97174
Argentina,ARG,2008,,439.66977,428.4835
Argentina,ARG,2009,,395.9278,403.0119
Argentina,ARG,2010,,387.02927,389.96994
Argentina,ARG,2011,,362.68546,377.17847
Argentina,ARG,2012,,358.6779,366.91202
Argentina,ARG,2013,,351.06256,345.55853
Argentina,ARG,2014,,346.41473,344.8588
Argentina,ARG,2015,,349.43137,354.91144
Argentina,ARG,2016,,333.0377,372.82358
Argentina,ARG,2017,,317.0157,371.4989
Argentina,ARG,2018,,320.5191,394.2329
Argentina,ARG,2019,,393.4316,416.15262
Argentina,ARG,2020,,392.29428,382.92526
Argentina,ARG,2021,,437.04614,386.08496
Argentina,ARG,2022,,527.52936,416.52444
Argentina,ARG,2023,,595.3271,415.93362
Argentina,ARG,2024,,682.9139,441.1331
Argentina,ARG,2025,,801.4902,451.54346
Asia,OWID_ASI,1965,,5387.5947,
Asia,OWID_ASI,1966,,6009.961,
Asia,OWID_ASI,1967,,6417.0938,
Asia,OWID_ASI,1968,,7239.6665,
Asia,OWID_ASI,1969,,8000.2954,
Asia,OWID_ASI,1970,,9110.328,237.09212
Asia,OWID_ASI,1971,,10643.599,316.13116
Asia,OWID_ASI,1972,,11943.729,371.76852
Asia,OWID_ASI,1973,,14014.748,440.78723
Asia,OWID_ASI,1974,,14524.374,502.95798
Asia,OWID_ASI,1975,,13329.333,559.685
Asia,OWID_ASI,1976,,15197.327,614.598
Asia,OWID_ASI,1977,,15469.906,731.16846
Asia,OWID_ASI,1978,,14973.696,809.0592
Asia,OWID_ASI,1979,,15331.503,944.7563
Asia,OWID_ASI,1980,,13456.259,949.7521
Asia,OWID_ASI,1981,5055.756,11841.785,972.53546
Asia,OWID_ASI,1982,5342.6367,10184.702,1047.7648
Asia,OWID_ASI,1983,5669.1685,9447.745,1137.8873
Asia,OWID_ASI,1984,6169.882,9336.171,1394.1504
Asia,OWID_ASI,1985,7457.1567,9541.106,2809.2764
Asia,OWID_ASI,1986,7704.5225,11060.38,3071.3447
Asia,OWID_ASI,1987,8003.7295,11054.437,3242.9316
Asia,OWID_ASI,1988,8357.626,12359.029,3410.913
Asia,OWID_ASI,1989,8873.167,13087.647,3568.1836
Asia,OWID_ASI,1990,9032.34,13749.835,3607.9353
Asia,OWID_ASI,1991,9152.218,13714.863,3754.576
Asia,OWID_ASI,1992,9375.101,14737.893,3644.5137
Asia,OWID_ASI,1993,9537.97,15144.8,3738.7217
Asia,OWID_ASI,1994,10054.304,15453.292,3771.8152
Asia,OWID_ASI,1995,10777.662,15635.969,4008.082
Asia,OWID_ASI,1996,11118.562,16008.615,4336.9854
Asia,OWID_ASI,1997,11134.822,16434.533,4456.516
Asia,OWID_ASI,1998,10818.367,17334.137,4609.0977
Asia,OWID_ASI,1999,10987.737,16916.264,5013.7495
Asia,OWID_ASI,2000,11495.782,17903.486,5574.389
Asia,OWID_ASI,2001,12153.367,17702.648,5866.365
Asia,OWID_ASI,2002,12864.133,16786.79,6317.118
Asia,OWID_ASI,2003,14771.648,17903.973,6702.578
Asia,OWID_ASI,2004,17021.541,19027.342,7218.8433
Asia,OWID_ASI,2005,18907.746,19546.465,7801.1733
Asia,OWID_ASI,2006,20377.385,19877.346,8204.316
Asia,OWID_ASI,2007,22009.557,19800.773,8808.448
Asia,OWID_ASI,2008,23084.463,20569.35,9408.92
Asia,OWID_ASI,2009,23919.635,19620.28,9494.53
Asia,OWID_ASI,2010,25647.502,20182.719,10474.076
Asia,OWID_ASI,2011,28343.885,21355.156,11230.192
Asia,OWID_ASI,2012,28780.469,21646.46,11672.042
Asia,OWID_ASI,2013,29547.01,21414.746,11819.891
Asia,OWID_ASI,2014,29228.08,21527.787,12279.001
Asia,OWID_ASI,2015,28802.227,22429.463,12610.615
Asia,OWID_ASI,2016,27333.418,23266.785,12853.8
Asia,OWID_ASI,2017,28064.102,22918.05,13056.479
Asia,OWID_ASI,2018,29857.93,23042.67,13332.584
Asia,OWID_ASI,2019,30684.734,22121.889,13594.275
Asia,OWID_ASI,2020,30465.125,20610.055,13496.501
Asia,OWID_ASI,2021,31771.82,20743.223,14112.489
Asia,OWID_ASI,2022,34900.37,22165.182,14269.116
Asia,OWID_ASI,2023,36744.89,21861.955,14508.438
Asia,OWID_ASI,2024,37810.242,21730.572,14796.603
Asia,OWID_ASI,2025,37985.742,22438.277,15163.226
Asia Pacific (EI),,1965,,522.24554,
Asia Pacific (EI),,1966,,581.64026,
Asia Pacific (EI),,1967,,616.6964,
Asia Pacific (EI),,1968,,721.63995,
Asia Pacific (EI),,1969,,830.6773,
Asia Pacific (EI),,1970,,1148.6549,151.01651
Asia Pacific (EI),,1971,,1379.3431,180.40475
Asia Pacific (EI),,1972,,1624.5076,208.82147
Asia Pacific (EI),,1973,,1939.5765,259.10513
Asia Pacific (EI),,1974,,2067.8262,316.82742
Asia Pacific (EI),,1975,,2198.2175,353.36618
Asia Pacific (EI),,1976,,2508.1074,408.37952
Asia Pacific (EI),,1977,,2738.5405,498.01404
Asia Pacific (EI),,1978,,2862.0737,592.08844
Asia Pacific (EI),,1979,,2935.8198,673.21796
Asia Pacific (EI),,1980,,2847.7197,718.0478
Asia Pacific (EI),,1981,5778.169,2814.622,723.18713
Asia Pacific (EI),,1982,6075.3813,2756.8235,751.7125
Asia Pacific (EI),,1983,6432.73,2960.2754,848.6298
Asia Pacific (EI),,1984,6965.0835,3255.4893,987.5047
Asia Pacific (EI),,1985,7707.847,3365.3345,1070.5673
Asia Pacific (EI),,1986,7978.2266,3488.1985,1181.0441
Asia Pacific (EI),,1987,8299.098,3519.8416,1256.4099
Asia Pacific (EI),,1988,8641.3125,3557.6663,1341.7312
Asia Pacific (EI),,1989,9265.139,3661.528,1405.1969
Asia Pacific (EI),,1990,9534.356,3791.2954,1493.2214
Asia Pacific (EI),,1991,9721.668,3898.6807,1623.8665
Asia Pacific (EI),,1992,10056.542,3892.5122,1717.1842
Asia Pacific (EI),,1993,10320.05,3916.5498,1818.4128
Asia Pacific (EI),,1994,10900.783,4025.685,1982.1652
Asia Pacific (EI),,1995,11816.567,4096.689,2083.016
Asia Pacific (EI),,1996,12238.855,4232.756,2274.243
Asia Pacific (EI),,1997,12411.14,4273.505,2421.38
Asia Pacific (EI),,1998,12140.54,4254.9185,2461.1936
Asia Pacific (EI),,1999,12476.039,4213.6743,2615.2512
Asia Pacific (EI),,2000,12979.81,4436.488,2774.5474
Asia Pacific (EI),,2001,13782.474,4393.0024,2854.9363
Asia Pacific (EI),,2002,14601.624,4405.33,3040.8726
Asia Pacific (EI),,2003,16544.697,4360.241,3232.6135
Asia Pacific (EI),,2004,18873.4,4407.143,3443.7747
Asia Pacific (EI),,2005,20865.648,4451.6226,3720.2427
Asia Pacific (EI),,2006,22322.791,4424.1045,3895.2295
Asia Pacific (EI),,2007,24001.566,4441.6323,4070.56
Asia Pacific (EI),,2008,25066.523,4523.157,4262.7246
Asia Pacific (EI),,2009,26045.436,4490.0312,4483.975
Asia Pacific (EI),,2010,27822.436,4690.432,4842.976
Asia Pacific (EI),,2011,30418.553,4600.173,4995.9927
Asia Pacific (EI),,2012,31081.824,4658.046,5183.818
Asia Pacific (EI),,2013,32097.568,4574.9966,5176.4106
Asia Pacific (EI),,2014,32013.209,4586.6255,5444.1475
Asia Pacific (EI),,2015,31742.945,4652.512,5707.2344
Asia Pacific (EI),,2016,30215.922,4468.7656,5894.2837
Asia Pacific (EI),,2017,30809.53,4293.1973,6164.9033
Asia Pacific (EI),,2018,32809.58,4201.2227,6370.2583
Asia Pacific (EI),,2019,33738.02,4211.9326,6665.149
Asia Pacific (EI),,2020,33236.76,4113.5923,6580.3643
Asia Pacific (EI),,2021,34408.332,4054.1387,6821.502
Asia Pacific (EI),,2022,37272.492,4010.5403,6900.059
Asia Pacific (EI),,2023,39154.605,4011.4187,6910.573
Asia Pacific (EI),,2024,40281.67,4036.9187,7084.2993
Asia Pacific (EI),,2025,40202.72,4063.3174,7176.186
Australia,AUS,1965,,4.0263753,
Australia,AUS,1966,,5.1767683,
Australia,AUS,1967,,12.079125,
Australia,AUS,1968,,22.494122,
Australia,AUS,1969,,25.883842,
Australia,AUS,1970,,101.23458,17.303974
Australia,AUS,1971,,177.42035,25.82668
Australia,AUS,1972,,189.33647,37.074265
Australia,AUS,1973,,237.18723,47.068798
Australia,AUS,1974,,234.67719,53.70199
Australia,AUS,1975,,251.46202,57.669968
Australia,AUS,1976,,257.49902,68.07722
Australia,AUS,1977,,272.4299,77.76844
Australia,AUS,1978,,269.70963,83.72538
Australia,AUS,1979,,270.70334,96.37518
Australia,AUS,1980,,253.9847,110.665886
Australia,AUS,1981,788.57117,247.38208,119.94439
Australia,AUS,1982,804.9543,243.93091,116.980835
Australia,AUS,1983,838.7407,237.44705,127.07482
Australia,AUS,1984,880.9173,307.9994,125.31727
Australia,AUS,1985,1074.3456,356.84106,133.95262
Australia,AUS,1986,1142.8596,318.80838,146.32928
Australia,AUS,1987,1193.6675,338.87204,149.39459
Australia,AUS,1988,1173.2935,321.6083,152.99338
Australia,AUS,1989,1274.6781,303.33276,177.07565
Australia,AUS,1990,1334.6012,352.09924,206.11147
Australia,AUS,1991,1384.4242,332.76974,215.765
Australia,AUS,1992,1477.2354,327.94684,233.33595
Australia,AUS,1993,1484.1,305.8865,243.83902
Australia,AUS,1994,1516.9104,329.3391,279.91214
Australia,AUS,1995,1591.818,310.114,295.9597
Australia,AUS,1996,1640.6823,326.40598,296.33704
Australia,AUS,1997,1789.1144,346.43536,296.37646
Australia,AUS,1998,1832.1017,328.0255,302.7371
Australia,AUS,1999,1931.918,319.49728,307.1253
Australia,AUS,2000,1996.8198,431.37653,311.92328
Australia,AUS,2001,2157.921,399.1475,326.41318
Australia,AUS,2002,2224.0464,396.66782,330.01163
Australia,AUS,2003,2299.0476,343.3505,337.45227
Australia,AUS,2004,2388.831,299.8592,359.30313
Australia,AUS,2005,2501.2886,294.55624,382.3528
Australia,AUS,2006,2556.8406,268.95715,406.82227
Australia,AUS,2007,2640.8552,286.4461,427.51187
Australia,AUS,2008,2720.6213,285.7068,416.829
Australia,AUS,2009,2822.8337,280.429,466.97592
Australia,AUS,2010,2914.7896,286.53317,526.2551
Australia,AUS,2011,2850.8132,249.01212,544.51514
Australia,AUS,2012,3091.9092,246.37003,582.85803
Australia,AUS,2013,3323.7434,204.80865,605.76587
Australia,AUS,2014,3559.4495,216.3719,652.74426
Australia,AUS,2015,3555.7026,195.42085,742.9768
Australia,AUS,2016,3563.0557,178.5461,940.797
Australia,AUS,2017,3473.3135,161.66643,1102.9464
Australia,AUS,2018,3716.8325,170.05481,1274.0186
Australia,AUS,2019,3803.6514,223.93333,1461.0239
Australia,AUS,2020,3494.2944,222.27069,1457.1638
Australia,AUS,2021,3406.9924,214.2501,1479.2603
Australia,AUS,2022,3180.4482,198.70668,1542.3914
Australia,AUS,2023,3188.7532,181.57283,1507.1117
Australia,AUS,2024,3252.4995,175.79169,1522.9299
Australia,AUS,2025,3024.478,160.11562,1485.7379
Azerbaijan,AZE,1985,,153.8649,137.39355
Azerbaijan,AZE,1986,,151.7715,132.804
Azerbaijan,AZE,1987,,161.7733,122.0625
Azerbaijan,AZE,1988,,159.7962,116.2035
Azerbaijan,AZE,1989,,153.0508,108.3915
Azerbaijan,AZE,1990,,145.375,96.6735
Azerbaijan,AZE,1991,,136.92813,83.979004
Azerbaijan,AZE,1992,,130.206,77.1435
Azerbaijan,AZE,1993,,119.22262,66.402
Azerbaijan,AZE,1994,,111.21537,62.496
Azerbaijan,AZE,1995,,106.550575,64.449
Azerbaijan,AZE,1996,,105.837654,57.388905
Azerbaijan,AZE,1997,,104.98402,54.654705
Azerbaijan,AZE,1998,,133.15187,51.002594
Azerbaijan,AZE,1999,,161.08713,54.654705
Azerbaijan,AZE,2000,,163.62247,51.529903
Azerbaijan,AZE,2001,,174.20576,50.514343
Azerbaijan,AZE,2002,,178.33441,46.85247
Azerbaijan,AZE,2003,,178.84615,46.705997
Azerbaijan,AZE,2004,,179.78816,45.5049
Azerbaijan,AZE,2005,,258.35114,55.973957
Azerbaijan,AZE,2006,,375.2722,66.0446
Azerbaijan,AZE,2007,,496.10675,105.77545
Azerbaijan,AZE,2008,,518.3956,159.52592
Azerbaijan,AZE,2009,,587.0347,159.39116
Azerbaijan,AZE,2010,,591.9461,162.80891
Azerbaijan,AZE,2011,,531.3305,159.76907
Azerbaijan,AZE,2012,,505.04205,168.36911
Azerbaijan,AZE,2013,,505.99106,174.74565
Azerbaijan,AZE,2014,,490.1894,183.84077
Azerbaijan,AZE,2015,,484.68375,187.84053
Azerbaijan,AZE,2016,,477.72086,182.7754
Azerbaijan,AZE,2017,,450.31827,177.58627
Azerbaijan,AZE,2018,,451.1161,187.58467
Azerbaijan,AZE,2019,,436.85303,239.38214
Azerbaijan,AZE,2020,,402.75156,258.64847
Azerbaijan,AZE,2021,,402.6969,318.08316
Azerbaijan,AZE,2022,,380.20096,341.34042
Azerbaijan,AZE,2023,,351.90518,355.5866
Azerbaijan,AZE,2024,,339.2471,377.59888
Azerbaijan,AZE,2025,,323.18143,378.41913
Bahrain,BHR,1970,,,6.50117
Bahrain,BHR,1971,,,9.47845
Bahrain,BHR,1972,,,11.82771
Bahrain,BHR,1973,,,16.77046
Bahrain,BHR,1974,,,20.67814
Bahrain,BHR,1975,,,21.75973
Bahrain,BHR,1976,,,22.80643
Bahrain,BHR,1977,,,24.73701
Bahrain,BHR,1978,,,27.17931
Bahrain,BHR,1979,,,30.133331
Bahrain,BHR,1980,,,24.457891
Bahrain,BHR,1981,,,22.6785
Bahrain,BHR,1982,,,35.80877
Bahrain,BHR,1983,,,37.53001
Bahrain,BHR,1984,,,38.66975
Bahrain,BHR,1985,,,47.20617
Bahrain,BHR,1986,,,54.044613
Bahrain,BHR,1987,,,52.50945
Bahrain,BHR,1988,,,55.77748
Bahrain,BHR,1989,,,58.02207
Bahrain,BHR,1990,,,60.76675
Bahrain,BHR,1991,,,57.92903
Bahrain,BHR,1992,,,67.6866
